flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,prediction,actual
0.14421353,0.122103095,0.11277335,0.087547295,-0.07053472,-0.026901267,0.0,0.0,0.0,0.0,-0.004379497,0.040029816,0.0,0.0,0.038660698,-0.058726996,-0.0044058897,0.020637143,1.6402708,-0.009245091,0.07136172,0.0,0.0,0.0,0.0,0.0,0.037450373,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.037496753,0.20067143,0.27780405,0.27261803,0.012239512,0.5846203,0.4711052,0.37842768,0.5077734,-0.041701607,0.018413858,0.383436,0.1333774,1,
0.2304445,0.039217737,-0.1453185,0.090245,0.02728786,-0.06561411,0.0,0.0,0.0,0.0,-0.0045256726,0.031407796,0.0,0.0,0.05243288,0.07963894,-0.0031906231,0.061962705,1.7108651,-0.011524852,0.092329115,0.0,0.0,0.0,0.0,0.0,-0.08265051,-0.007059886,0.0,0.0,0.0,0.0,0.0,0.21601488,0.008246474,0.14218019,0.021468662,0.002662736,0.028503565,0.506015,0.610736,-0.012190583,-0.05593319,-0.031074071,0.5687405,0.08134395,1,
0.24017195,0.10448231,0.180761,0.08360717,0.03679429,-0.031605598,0.0,0.0,0.0,0.0,-0.0040314943,0.040465962,0.0,0.0,-0.07439067,0.07152056,0.066169426,-0.013248975,1.5517182,-0.009620549,0.03613416,0.0,0.0,0.0,0.0,0.0,0.038985368,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.039679673,0.16660805,0.25220287,0.28810045,0.010621215,0.6583964,0.47135538,0.37828803,0.51299906,-0.020265497,0.011484681,0.46015203,0.115023926,1,1.0
-0.015140744,0.12901339,0.21360797,0.08805982,0.08890692,-0.032135546,0.0,0.0,0.0,0.0,-0.004257624,0.04120504,0.0,0.0,0.053095583,0.048434056,-0.004134852,0.020305298,1.5784364,-0.0103563825,0.045791328,0.0,0.0,0.0,0.0,0.0,0.05394301,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.04548939,0.21116173,0.24692875,0.2712478,0.01359361,0.5470552,0.47147194,0.33889034,0.4940749,-0.028732602,-0.021265497,0.53601533,0.115023926,1,
-0.020630715,0.13631652,0.13618131,0.09883427,0.09993556,-0.06444248,0.0,0.0,0.0,0.0,-0.00419726,0.040456213,0.0,0.0,0.05401576,-0.018308269,-0.0039827656,-0.01521201,1.6513306,-0.010614871,0.059769727,0.0,0.0,0.0,0.0,0.0,0.05394301,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.043382403,0.22425751,0.24457689,0.2801076,-0.02226358,0.56032836,0.47235948,0.3348908,0.48121285,-0.0771261,-0.016899295,0.39795023,0.111467734,1,
0.21536742,0.11843758,0.21065238,0.088436835,0.10083714,-0.020629486,0.0,0.0,0.0,0.0,0.16092768,-0.0026244966,0.0,0.0,0.04885089,0.07448087,0.0619,-0.040304203,1.455886,-0.008062635,0.047380067,0.0,0.0,0.0,0.0,0.0,0.037471607,-0.0032450196,0.0,0.0,0.0,0.0,0.0,-0.039409734,0.22828381,0.25093645,0.28780922,0.013906971,0.5423499,0.45997912,0.36349767,0.48771638,-0.03714352,0.011624778,0.46061826,0.115023926,1,
0.22301053,0.13751367,0.16070548,0.09826051,-0.06111399,-0.009878363,0.0,0.0,0.0,0.0,-0.0039632646,0.040534284,0.0,0.0,0.039151456,0.09758028,-0.0041301525,-0.024520706,1.5147831,0.25917315,0.038347326,0.0,0.0,0.0,0.0,0.0,0.04106275,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.041335803,0.1990089,0.21081029,0.30688602,0.014358096,0.5862116,0.4793371,0.379156,0.4888387,-0.046951763,0.016343798,0.44649515,0.115023926,1,
0.18926063,0.098898344,0.09983309,0.112379,0.22958705,0.1145275,0.0,0.0,0.0,0.0,-0.004204862,0.026537403,0.0,0.0,0.02577411,0.0378944,-0.0044284444,0.019087467,1.5310593,-0.007409593,0.08297308,0.0,0.0,0.0,0.0,0.0,-0.078666605,-0.0036646351,0.0,0.0,0.0,0.0,0.0,-0.03021855,-0.032627366,0.24838793,0.32431868,-0.01951506,0.5879431,0.5109226,0.33383062,0.49891803,-0.04154511,-0.022707418,0.6166636,0.09963165,1,1.0
0.23367248,0.118904255,0.2099654,0.096494734,0.08012089,-0.010814063,0.0,0.0,0.0,0.0,0.15734878,-0.0026642166,0.0,0.0,0.042974107,0.075452276,-0.003610385,-0.032695666,1.4165368,0.24283245,0.038347326,0.0,0.0,0.0,0.0,0.0,0.03960222,-0.0032450196,0.0,0.0,0.0,0.0,0.0,-0.041335803,0.22902314,0.21062556,0.28614613,0.014358096,0.5420586,0.4565072,0.3643657,0.4798618,-0.03714352,0.015434191,0.48558748,0.115023926,1,
0.21444249,0.116210505,0.19545701,0.08634169,0.12693326,-0.014053337,0.0,0.0,0.0,0.0,-0.004257624,0.040465962,0.0,0.0,0.043571565,0.07303922,-0.0039144563,-0.020924523,1.5918688,-0.009833531,-0.035068057,0.0,0.0,0.0,0.0,0.0,0.041567396,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.032790765,0.2046131,0.27365398,0.26802933,0.01933429,0.551886,0.4747514,0.37828803,0.49045536,-0.038467415,0.012534389,0.49459803,0.1176319,1,
0.28600603,-0.049766548,-0.09599611,0.17134339,-0.008615764,0.0039503835,0.0,0.0,0.0,0.0,-0.0042096525,0.020610126,0.0,0.0,0.015653854,0.03427081,-0.0042399513,0.061079353,1.5736328,-0.0039437353,0.030932728,0.0,0.0,0.0,0.0,0.0,-0.059632257,0.021196907,0.0,0.0,0.0,0.0,0.0,-0.058016665,-0.1334054,0.2589767,0.3563732,-0.037026875,0.65411097,0.50855774,0.31289718,0.5303949,-0.033225417,-0.03485485,0.64160115,0.10636036,1,
-0.01803047,0.13685535,0.12421034,0.08195108,0.14099364,-0.042489413,0.0,0.0,0.0,0.0,-0.0037663188,0.040524535,0.0,0.0,0.04887182,-0.13282022,-0.0039827656,-0.040013034,1.5872332,0.25917256,0.051117085,0.0,0.0,0.0,0.0,0.0,0.05394301,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.043382403,0.21625577,0.22802281,0.25643045,-0.021812454,0.5582078,0.4680295,0.33563015,0.47836262,-0.066852756,-0.015719842,0.35236695,0.111467734,1,
0.16638127,0.048723686,-0.10175035,0.10242123,-0.015244493,-0.0123239895,0.0,0.0,0.0,0.0,-0.0049291607,0.031407796,0.0,0.0,0.03127789,0.0908913,-0.0034709917,0.1368983,1.768566,-0.011524852,0.13482618,0.0,0.0,0.0,0.0,0.0,-0.06730577,-0.007059886,0.0,0.0,0.0,0.0,0.0,0.21786502,0.007707298,0.14511226,-0.024855027,-0.049572416,0.03075145,0.46484306,0.6114452,-0.008699864,-0.061787408,-0.03642215,0.52044785,0.071694374,1,
0.16388439,0.12358811,0.08323934,0.13646102,0.13214806,-0.03510067,0.0,0.0,0.0,0.0,-0.004197788,0.040029816,0.0,0.0,0.024545008,-0.016378935,-0.004114179,-0.033824526,1.5164672,-0.009027386,0.08745572,0.0,0.0,0.0,0.0,0.0,0.03478257,-0.0015926175,0.0,0.0,0.0,0.0,0.0,-0.020442134,0.19454665,0.27216443,0.22222887,-0.007620218,0.5918184,0.45961884,0.36406022,0.50836915,-0.045196228,0.0062886644,0.383994,0.10943226,1,
-0.61881614,0.02327486,-0.17056614,-0.6765778,-0.0623786,0.06333394,0.0,0.0,0.0,0.0,-0.023255756,-0.018109914,0.0,0.0,0.00077519845,-0.05357731,-0.03215577,-0.53081816,-4.45076,-0.02890881,-0.15797673,0.0,0.0,0.0,0.0,0.0,0.045687083,-0.013249236,0.0,0.0,0.0,0.0,0.0,-0.12187594,-0.028850108,0.09653276,-0.13402289,0.05337373,-0.123653196,-0.5859355,0.06921965,-0.10670128,0.080719054,-0.17584187,-0.2759592,0.027650863,0,
0.2407943,0.11516349,0.1967758,0.074722745,0.07561014,-0.026677942,0.0,0.0,0.0,0.0,-0.004257624,0.026537403,0.0,0.0,0.04816914,0.059512705,-0.004224242,0.03254882,1.6668671,-0.009409029,0.04547643,0.0,0.0,0.0,0.0,0.0,-0.0942637,-0.0045753215,0.0,0.0,0.0,0.0,0.0,-0.043200355,-0.08618488,0.25289792,0.37801296,0.008286777,0.57312524,0.50038177,0.34979153,0.5021341,-0.03483535,0.0034012166,0.6664211,0.10522331,1,1.0
0.2407943,0.11516349,0.1967758,0.074722745,0.07561014,-0.026677942,0.0,0.0,0.0,0.0,-0.004257624,0.026537403,0.0,0.0,0.04816914,0.059512705,-0.004224242,0.03254882,1.6668671,-0.009409029,0.04547643,0.0,0.0,0.0,0.0,0.0,-0.0942637,-0.0045753215,0.0,0.0,0.0,0.0,0.0,-0.043200355,-0.08618488,0.25289792,0.37801296,0.008286777,0.57312524,0.50038177,0.34979153,0.5021341,-0.03483535,0.0034012166,0.6664211,0.10522331,1,
-0.12300861,-0.019406287,0.1519974,0.03188725,-0.15597191,-0.03862887,0.0,0.0,0.0,0.0,-0.008451296,-0.0046889074,0.0,0.0,-0.23700348,-0.085439615,0.2761146,-0.5243368,-1.3578012,0.6364876,0.071630746,0.0,0.0,0.0,0.0,0.0,0.095528305,-0.013154696,0.0,0.0,0.0,0.0,0.0,-0.010968666,0.062094133,0.17563437,0.06551409,-0.008150363,-0.08585865,1.0558393,0.7971986,-0.012442037,-0.0061120535,0.16397771,-0.18095668,0.11662562,1,
0.24842928,0.10448231,0.18070821,0.088462174,0.0057631005,-0.03954203,0.0,0.0,0.0,0.0,-0.0041270973,0.040465962,0.0,0.0,-0.073243104,0.07230484,0.07052026,-0.011203016,1.5691166,-0.009620549,0.03613416,0.0,0.0,0.0,0.0,0.0,0.038533952,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.039679673,0.16660805,0.25220287,0.28750873,0.010621215,0.6583964,0.47183168,0.37828803,0.51299906,-0.020265497,0.010871792,0.4616084,0.115023926,1,
0.15888537,0.16389288,0.11610866,0.09708915,-0.049989343,-0.07205353,0.0,0.0,0.0,0.0,-0.004389231,0.040029816,0.0,0.0,0.04412602,-0.059638243,-0.004125673,-0.0038370648,1.6329838,-0.009245091,0.061738566,0.0,0.0,0.0,0.0,0.0,0.037450373,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.036435388,0.19715507,0.27619693,0.2625839,0.04239627,0.5945086,0.478991,0.37842768,0.5137894,-0.041029014,0.018592698,0.383436,0.08450337,1,
0.23349856,0.1370135,0.16653797,0.030062774,-0.11565595,-0.034758944,0.0,0.0,0.0,0.0,-0.0044265287,0.026537403,0.0,0.0,0.06323077,0.09437319,-0.0044399383,0.024064705,1.7217147,-0.009409029,0.04547643,0.0,0.0,0.0,0.0,0.0,-0.09309419,-0.0045753215,0.0,0.0,0.0,0.0,0.0,-0.055349685,-0.08672892,0.25714567,0.37937018,0.008286777,0.6212801,0.50983995,0.3499202,0.4764008,-0.039316405,-0.043147545,0.63600314,0.10522331,1,
0.28625375,-0.049652375,-0.09599611,0.15177104,-0.00924336,0.0039503835,0.0,0.0,0.0,0.0,-0.0042096525,0.020610126,0.0,0.0,0.015653854,0.03427081,-0.0042399513,0.053683937,1.5748309,-0.0039437353,0.033783425,0.0,0.0,0.0,0.0,0.0,-0.059632257,0.021196907,0.0,0.0,0.0,0.0,0.0,-0.058016665,-0.13492933,0.285136,0.33269605,-0.037026875,0.65411097,0.50855774,0.31289718,0.5303949,-0.022952067,-0.035482444,0.65418184,0.10636036,1,
0.23528689,0.022761937,-0.16226462,0.08249566,-0.072835654,-0.08097616,0.0,0.0,0.0,0.0,-0.0045263227,0.027369227,0.0,0.0,0.052977815,0.05162866,-0.003969675,0.077589445,1.6779162,-0.011579622,0.07423832,0.0,0.0,0.0,0.0,0.0,-0.09199629,-0.0075950613,0.0,0.0,0.0,0.0,0.0,0.23162197,0.066795155,0.15409069,0.023730632,-0.024053495,0.033134386,0.6469563,0.60690224,-0.0019822377,-0.043893304,-0.1290631,-0.02587267,0.14260203,1,
0.004913869,0.18145119,0.14750259,0.09321931,0.060592685,-0.07478808,0.0,0.0,0.0,0.0,-0.0043784413,0.040456213,0.0,0.0,0.074474126,-0.041645985,-0.004264979,0.023083176,1.6452519,-0.010614871,0.06236475,0.0,0.0,0.0,0.0,0.0,0.05349159,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.023951419,0.24956301,0.2744905,0.2776632,0.017182201,0.50278205,0.47000116,0.33901903,0.26361698,-0.061828904,-0.012522092,0.3748684,0.11540396,1,
-0.12027687,0.12962312,0.1180754,0.0876482,0.08650233,-0.0747402,0.0,0.0,0.0,0.0,-0.004389231,0.040198877,0.0,0.0,0.053428862,-0.13657336,-0.004299857,-0.062728286,1.7299029,-0.009667518,0.061738566,0.0,0.0,0.0,0.0,0.0,0.045264237,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.041356217,0.21434496,0.27308556,0.2660088,-0.02226358,0.55394363,0.4744099,0.3572291,0.4915153,-0.07526368,-0.00809654,0.3563196,0.111467734,1,1.0
0.21757235,0.12030821,0.19450416,0.087167114,0.119461045,0.00046723336,0.0,0.0,0.0,0.0,-0.003826683,0.040534284,0.0,0.0,0.043181084,0.065195836,-0.0039144563,-0.019523077,1.4789792,0.25917315,0.038347326,0.0,0.0,0.0,0.0,0.0,0.041567396,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.039409734,0.2045149,0.21025087,0.286502,0.014358096,0.5413161,0.47082192,0.37902737,0.48893628,-0.03714352,0.01695669,0.4894938,0.115023926,1,
0.27620798,-0.09649804,-0.10717581,0.18077323,-0.044279136,0.0039503835,0.0,0.0,0.0,0.0,-0.0042096525,0.020610126,0.0,0.0,0.014910094,0.034034714,-0.0042399513,0.04490213,1.577428,-0.0042763078,0.045099817,0.0,0.0,0.0,0.0,0.0,-0.064942524,0.030055743,0.0,0.0,0.0,0.0,0.0,-0.032271102,-0.05972497,0.036168646,0.32268298,-0.031939693,0.615855,0.50664693,0.32287773,0.5283527,-0.033225417,-0.033267744,0.5845989,0.119706586,1,
0.24721299,0.13987114,0.16854481,0.11109498,-0.111620255,-0.03954203,0.0,0.0,0.0,0.0,-0.0041270973,0.040465962,0.0,0.0,-0.03900867,0.10282125,0.07052026,0.0043492033,1.5964969,-0.0107049765,0.04917749,0.0,0.0,0.0,0.0,0.0,0.037256464,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.016309302,0.1520616,0.037767284,0.2836361,0.010621215,0.5800571,0.47976387,0.37841666,0.24270542,-0.01307086,0.010604417,0.4297341,0.115023926,1,
0.24174467,0.11516349,0.1967758,0.09366751,0.06583832,-0.026677942,0.0,0.0,0.0,0.0,-0.004257624,0.026537403,0.0,0.0,0.04816914,0.059512705,-0.004224242,0.04076733,1.6764456,-0.009409029,0.042625733,0.0,0.0,0.0,0.0,0.0,-0.0942637,-0.0045753215,0.0,0.0,0.0,0.0,0.0,-0.043200355,-0.08466097,0.22611107,0.37801296,0.008286777,0.57312524,0.5005751,0.34979153,0.5021341,-0.03483535,0.0034012166,0.6664211,0.10522331,1,
0.19347891,0.10478026,0.06974066,0.101104885,0.14921364,0.08564192,0.0,0.0,0.0,0.0,-0.0042688954,0.026537403,0.0,0.0,0.0245241,0.028437193,-0.004720155,0.046012852,1.6130897,-0.008762896,0.08326213,0.0,0.0,0.0,0.0,0.0,-0.081053175,-0.0036646351,0.0,0.0,0.0,0.0,0.0,-0.03714431,-0.0336832,0.25700766,0.32722822,-0.018979236,0.606394,0.5224264,0.33825254,0.49921772,-0.043499883,-0.04317954,0.6152254,0.07895192,1,
0.2639826,-0.08923078,-0.1077212,0.15239865,-0.007825181,0.0039503835,0.0,0.0,0.0,0.0,-0.0042096525,0.020610126,0.0,0.0,0.015491212,0.025152419,-0.0042399513,0.053683937,1.5804473,-0.0039437353,0.033783425,0.0,0.0,0.0,0.0,0.0,-0.064942524,0.027786769,0.0,0.0,0.0,0.0,0.0,-0.055004068,-0.13538644,0.2857636,0.33269605,-0.031939693,0.6517886,0.50855774,0.31289718,0.5280907,-0.022952067,-0.034717552,0.6541189,0.10636036,1,
-0.14585674,0.12187993,0.11865917,0.080598794,0.15643302,-0.06759779,0.0,0.0,0.0,0.0,-0.00419726,0.040198877,0.0,0.0,0.04969561,-0.14720392,-0.0039827656,-0.08965025,1.7162535,-0.01009202,-0.042411663,0.0,0.0,0.0,0.0,0.0,0.045715652,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.034737248,0.21518253,0.29561836,0.24812782,-0.016836256,0.562393,0.47342643,0.3572291,0.49018425,-0.07658757,-0.007483652,0.35747123,0.11407571,1,
-0.027350469,-0.08864113,-0.12498637,0.1431626,-0.02070911,0.041045845,0.0,0.0,0.0,0.0,-0.0042333095,0.022233555,0.0,0.0,0.01697843,0.017798249,-0.0042399513,0.049777243,1.5981176,-0.0039437353,0.05025181,0.0,0.0,0.0,0.0,0.0,-0.063001454,0.027786769,0.0,0.0,0.0,0.0,0.0,-0.06764104,-0.13484679,0.2857636,0.3458722,-0.031939693,0.64178765,0.51043177,0.31289718,0.53202605,-0.040543616,-0.03399458,0.6415382,0.10636036,1,
0.18907739,0.10616053,0.15528782,0.101788424,-0.049928144,0.020021917,0.0,0.0,0.0,0.0,-0.004362914,0.040465962,0.0,0.0,0.037812486,0.098828316,-0.0044103693,0.023242839,1.6424273,-0.009409029,0.057003215,0.0,0.0,0.0,0.0,0.0,0.037450373,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.03860346,0.20118718,0.25328767,0.29172152,-0.01624979,0.5770133,0.4752288,0.37842768,0.4856729,-0.0409766,0.01028337,0.46038398,0.1333774,1,
0.2639826,-0.08923078,-0.1077212,0.15239865,-0.007825181,0.0039503835,0.0,0.0,0.0,0.0,-0.0042096525,0.020610126,0.0,0.0,0.015491212,0.025152419,-0.0042399513,0.053683937,1.5804473,-0.0039437353,0.033783425,0.0,0.0,0.0,0.0,0.0,-0.064942524,0.027786769,0.0,0.0,0.0,0.0,0.0,-0.055004068,-0.13538644,0.2857636,0.33269605,-0.031939693,0.6517886,0.50855774,0.31289718,0.5280907,-0.022952067,-0.034717552,0.6541189,0.10636036,1,
0.2538328,0.13236895,0.19657248,0.08581614,0.02211453,-0.035524424,0.0,0.0,0.0,0.0,-0.0043942058,0.026537403,0.0,0.0,0.04788593,0.061128743,-0.0044399383,0.039757166,1.7088165,-0.009409029,0.04547643,0.0,0.0,0.0,0.0,0.0,-0.09309419,-0.0045753215,0.0,0.0,0.0,0.0,0.0,-0.04512642,-0.09169089,0.25345734,0.37655416,0.008286777,0.57312524,0.50909036,0.3499202,0.5020942,-0.034370244,0.0027883283,0.63600314,0.10522331,1,1.0
-0.9659386,0.03947873,-0.14985822,-0.49112147,0.006077037,0.09584759,0.0,0.0,0.0,0.0,-0.023225695,0.06581924,0.0,0.0,0.034510903,-0.11256741,-0.030095382,-0.46810392,-4.195595,-0.037662555,0.24514994,0.0,0.0,0.0,0.0,0.0,-0.10434915,-0.012848955,0.0,0.0,0.0,0.0,0.0,0.17558765,-0.037828013,-0.29827136,0.12338196,0.0007169809,-0.02552747,-0.577966,0.028181046,-0.091194965,-0.020579232,0.09710179,-0.2125724,0.009792799,0,
-0.06454448,0.13715683,0.15107767,0.08934822,0.084888905,-0.07634979,0.0,0.0,0.0,0.0,-0.004389231,0.040198877,0.0,0.0,0.048153028,-0.027393848,-0.004125673,-0.020557221,1.6214964,-0.009245091,0.061738566,0.0,0.0,0.0,0.0,0.0,0.045264237,-0.0018621057,0.0,0.0,0.0,0.0,0.0,-0.03797946,0.20485063,0.27473027,0.27047944,0.017495573,0.5489459,0.4684278,0.37828803,0.50523704,-0.03436692,0.023540778,0.4168785,0.11540396,1,
